Cabang,Usia_Ulasan,Tanggal_Scrape,Teks_Ulasan,Teks_Bersih,Tanggal_Ulasan,Label_Prediksi
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"Alhamdulillah terkait tempat nyaman,cuma kadang aga kurang suka kalo ada yang ngeroko",alhamdulillah terkait tempat nyamancuma kadang aga kurang suka kalau ada yang ngeroko,2025-12-17,Negatif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,Rameeeeeeeeee bnageeet... Tempatnya lebih luaaas dibanding tebeet. Soal rasa tetep samaa,rameeeeeeeeee bnageeet tempatnya lebih luaaas dibanding tebeet soal rasa tetap samaa,2023-04-17,Positif
Gacoan Kelapa Dua,5 bulan lalu,2026-04-17,"tempat nya bagus, nyaman, adem, makanannya juga enak, di tambah ramah lagi pelayan nya 😊😊 …",tempat nya bagus nyaman adem makanannya juga enak di tambah ramah lagi pelayan nya,2025-11-17,Positif
Gacoan Kelapa Dua,2 bulan lalu,2026-04-17,"Parkirannya cukup luas, lumayan banyak meja nya, toilet jg bersih",parkirannya cukup luas lumayan banyak meja nya toilet juga bersih,2026-02-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"Harga murah, tapi khusus yg meja kayu kotor banget,, ada sisa sia mie di sela2 meja kayu yg menimbulkan aroma tidak sedap",harga murah tapi khusus yang meja kayu kotor sekali ada sisa sia mie di sela2 meja kayu yang menimbulkan aroma tidak sedap,2024-04-17,Negatif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"Gacoan kelapa dua, letak strategis cocok buat kumpul dadakan. Parkiran luas tapi bayar 3k wkwk. Tempat duduk banyak tapi tetep aja harus sedikit waiting list kalo lagi jam rame",gacoan kelapa dua letak strategis cocok buat kumpul dadakan parkiran luas tapi bayar 3k wkwk tempat duduk banyak tapi tetap saja harus sedikit waiting list kalau lagi jam ramai,2024-04-17,Negatif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"pesanan cepat tempat nya nyamann, mie nya juga bumbunya sangatt banyak, photoboxnyaa terimakasii yaa",pesanan cepat tempat nya nyamann mie nya juga bumbunya sangatt banyak photoboxnyaa terimakasii yaa,2025-12-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Makan mie dengan rasa yang enak, makan ditempat yang suasananya rame dan yang pasti harga ramah di kantong. Mantul sih 👍👍rekomen buat makan malam rame rame pas malam minggu 😁🤭 …",makan mie dengan rasa yang enak makan ditempat yang suasananya ramai dan yang pasti harga ramah di kantong mantul sih rekomen buat makan malam ramai ramai pas malam minggu,2023-04-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,Haduh makanan lama Layanan ko sistem nya jadi BURUK bgt ANTRI LAMA BGT Suasana jadi terlalu padat …,haduh makanan lama layanan ko sistem nya jadi buruk sangat antri lama sangat suasana jadi terlalu padat,2024-04-17,Negatif
Gacoan Kelapa Dua,Diedit 3 tahun lalu,2026-04-17,Pantas selalu ngantri nih resto. Ternyata mie nya seenak ini dan pangsitnya juga isian full daging ayam.,pantas selalu ngantri nih resto ternyata mie nya seenak ini dan pangsitnya juga isian full daging ayam,2023-04-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Mie dkk'y lmyan enak... hrga'y murah meriah,tempat'y jg lmyan luas,cm tempat parkirnya kurang luas kalo untuk mobil... Kalo kesni lebih leluasa pake motor... …",mie dkky lmyan enak hrgay murah meriahtempaty juga lmyan luascm tempat parkirnya kurang luas kalau untuk mobil kalau kesni lebih leluasa pakai motor,2023-04-17,Negatif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,"pelayanannya lama nunggu mie cm setengah jam, padahal tadi ngantri barengan sama orang aja aja dia udah dapet mie duluan .",pelayanannya lama nunggu mie cuma setengah jam padahal tadi ngantri bersamaan sama orang saja saja dia sudah dapat mie duluan,2025-10-17,Negatif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"Seminggu yg lalu berkunjung dan sistem pemesanan sudah berbeda (untuk makan ditempat). Tapi, ini sistem yg bagus karena pelangga langsung ke meja aja (apabila meja masih ada yg kosong)",seminggu yang lalu berkunjung dan sistem pemesanan sudah berbeda untuk makan ditempat tapi ini sistem yang bagus karena pelangga langsung ke meja saja apabila meja masih ada yang kosong,2024-04-17,Negatif
Gacoan Kelapa Dua,2 bulan lalu,2026-04-17,saya sangat puas dan pelayan nya ramah ramah sukses selalu mie gacoan,saya sangat puas dan pelayan nya ramah ramah sukses selalu mie gacoan,2026-02-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Pesan online baru aja ditempat ini, malem. Tapi yg dateng, gak sesuai sama gambar. Cuma mie dikasih kayak sambal sama pangsitnya, gak ada tuh bawang goreng, daun bawang, n toping. Cuma mienya, yaampun hampir polosan.Nyesel banget beli, padahal lgi bm malem2. Pesan pertama dan terkahir ini mah.",pesan online baru saja ditempat ini malam tapi yang datang tidak sesuai sama gambar cuma mie dikasih mirip sambal sama pangsitnya tidak ada tuh bawang goreng daun bawang toping cuma mienya yaampun hampir polosannyesel sekali beli padahal lagi bm malam-malam pesan pertama dan terkahir ini mah,2023-04-17,Negatif
Gacoan Kelapa Dua,9 bulan lalu,2026-04-17,"pelayanan baik, makanan enak dan murah👍🏻👍🏻👍🏻 …",pelayanan baik makanan enak dan murah,2025-07-17,Positif
Gacoan Kelapa Dua,Diedit setahun lalu,2026-04-17,"Takeaway lbh menghemat waktu Dari pada makan ditempat buang2 waktu karna antriannya seperti ular,kasihan kalau bawa lansia & anak2 Level pedes nya gacorr",takeaway lebih menghemat waktu dari pada makan ditempat buang2 waktu karena antriannya seperti ularkasihan kalau bawa lansia anak2 level pedas nya gacorr,2025-04-17,Negatif
Gacoan Kelapa Dua,8 bulan lalu,2026-04-17,"enak, tapi mie saya kemasukan baut, masih untung ga kemakan",enak tapi mie saya kemasukan baut masih untung tidak kemakan,2025-08-17,Negatif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"pelayanan tidak baik. cuma mau minta tolong bawain kue ualng tahun ke meja 78 buat surprise temen karyawan ngga ada yg mau,alesan pada ngga bisa.pelayanan sangat kurang",pelayanan tidak baik cuma mau minta tolong bawain kue ualng tahun ke meja 78 buat surprise teman karyawan tidak ada yang maualesan pada tidak bisapelayanan sangat kurang,2025-04-17,Negatif
Gacoan Kelapa Dua,5 bulan lalu,2026-04-17,"Makin kesini pelayanan nya lelet, lambat banget padahal ga rame",makin kesini pelayanan nya lelet lambat sekali padahal tidak ramai,2025-11-17,Negatif
Gacoan Kelapa Dua,Diedit 2 tahun lalu,2026-04-17,"Tidak pernah mengecewakan soal rasa, paling cuma kaget tiba-tiba lebih pedas ajaaa. Untuk sistem self service lebih baik diseragami aja, jangan cuma air & makanan kecilnyaa sajaaa...",tidak pernah mengecewakan soal rasa paling cuma kaget tibatiba lebih pedas ajaaa untuk sistem self service lebih baik diseragami saja jangan cuma air makanan kecilnyaa sajaaa,2024-04-17,Negatif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,Pesenan baverage sm minumannya lama bgtttttttt bgt bgttt mie nya udh mau abis udh kepedesan minumnya ga jadi2 lama bgt bunyi bel ny anjirrrrr mfffff ga rekomendd …,pesenan baverage sama minumannya lama bgtttttttt sangat bgttt mie nya sudah mau abis sudah kepedesan minumnya tidak jadi2 lama sangat bunyi bel ny anjirrrrr mfffff tidak rekomendd,2025-04-17,Negatif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"Harganya masih relatif murah, makanannya selalu enak apalagi kalo pesen yang mie gacoan pedes manis gurih, kalo hompimpa buat yang ga suka rasa mie manis.. minumnya selalu segar ada es buah gitu dan beragam varian dari green thai tea, es teh, dll",harganya masih relatif murah makanannya selalu enak apalagi kalau pesan yang mie gacoan pedas manis gurih kalau hompimpa buat yang tidak suka rasa mie manis minumnya selalu segar ada es buah begitu dan beragam varian dari green thai tea es teh dan lain,2025-04-17,Positif
Gacoan Kelapa Dua,7 bulan lalu,2026-04-17,"pelayanan so far udh oke, tpi lebih ditingkatkan lagi, terutama parkirnya yang harus lebih diperhatikan, ga sekali dua kali tpi sering, parkir 2000 untuk motor tpi 3000, mobil 3000 tpi bisa kena lebih Igi, yg biasanya mba mba itu, padahal …",pelayanan so far sudah oke tapi lebih ditingkatkan lagi terutama parkirnya yang harus lebih diperhatikan tidak sekali dua kali tapi sering parkir 2000 untuk motor tapi 3000 mobil 3000 tapi bisa kena lebih igi yang biasanya mba mba itu padahal,2025-09-17,Negatif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"wahwahhhhh the best sih iniii. Harga murah tapi rasa ga murahann ✨. Melebihi ekspektasi sihh pas dateng ke gacoan kelapa dua ini. Soalnya antri ga panjang, pesenannya dianter sekitar 10 menitan doanggg (ga kayak yg di margo wkkkwkwwk). Next bakal kesini lagi sihh",wahwahhhhh the best sih iniii harga murah tapi rasa tidak murahann melebihi ekspektasi sihh pas datang ke gacoan kelapa dua ini soalnya antri tidak panjang pesenannya dianter sekitar 10 menitan doanggg tidak mirip yang di margo wkkkwkwwk next bakal kesini lagi sihh,2023-04-17,Negatif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"Mhn perhatian pihak management Mie Gacoan Kelapa Dua, Tingkat Savety play ground utk anak2, naik sampai atas, ada neonsign kabel listrik, khawatir terjadi yg tdk diinginkan.tks",mhn perhatian pihak management mie gacoan kelapa dua tingkat savety play ground untuk anak2 naik sampai atas ada neonsign kabel listrik khawatir terjadi yang tidak diinginkantks,2025-04-17,Negatif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Harganya murah meriah disini bisa pesan apa saja mulai dari 10k, meskipun antrinya panjang tapi enak sih;)",harganya murah meriah disini bisa pesan apa saja mulai dari 10k meskipun antrinya panjang tapi enak sih,2023-04-17,Positif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"Baru kali ini ke gacoan. Pelayanan buruk banget. Minta d outdoor malah dikasih d depan toilet, mana lagi dibersihin. Pesen dimsum ayam juga dingin banget",baru kali ini ke gacoan pelayanan buruk sekali minta outdoor malah dikasih depan toilet mana lagi dibersihin pesan dimsum ayam juga dingin sekali,2025-04-17,Negatif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"tempatnya nyaman, tempatnya bersih, makanan nya enak lengkap dan rapih. terimakasih gacoan and bakal langganan si karna murah juga hihi💓 …",tempatnya nyaman tempatnya bersih makanan nya enak lengkap dan rapih terimakasih gacoan and bakal langganan si karena murah juga hihi,2024-04-17,Positif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,"walau penuh tpi makanan masih ttp panas, tpi parfum pegawai cowo nya terlalu menyengat",walau penuh tapi makanan masih tetap panas tapi parfum pegawai cowok nya terlalu menyengat,2025-10-17,Negatif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,Lama bgt ngantrinya sampe 1 jam lebih dri jm 12.5 wib sekarang udh jam 13.9 wib belum di panggil2 gimana ini pelayanannya dlu gk selama ini mesti rame minimal 40 menit lah paling lama lah ini smpe 1 jm lebih ppayah dah kapok ke gacoan lagi ktauan makan mie ayam udh klar dri tadi kacau,lama sangat ngantrinya sampai 1 jam lebih dari jam 125 wib sekarang sudah jam 139 wib belum di panggil2 gimana ini pelayanannya dulu tidak selama ini mesti ramai minimal 40 menit lah paling lama lah ini sampai 1 jam lebih ppayah sudah kapok ke gacoan lagi ktauan makan mie ayam sudah klar dari tadi kacau,2024-04-17,Negatif
Gacoan Kelapa Dua,sebulan lalu,2026-04-17,Luas ada outdoor dinner di tengah nuansa sky dinding... Kereen,luas ada outdoor dinner di tengah nuansa sky dinding kereen,2026-03-17,Positif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"Pertama kali ke gacoan. Mie nya enak, side dish nya juga oke, minuman so so lah ya. Suasananya ga terlalu ramai kalo pagi, kamar mandinya bersih sekali. First impression yang sangat baik",pertama kali ke gacoan mie nya enak side dish nya juga oke minuman so so lah ya suasananya tidak terlalu ramai kalau pagi kamar mandinya bersih sekali first impression yang sangat baik,2025-04-17,Positif
Gacoan Kelapa Dua,5 bulan lalu,2026-04-17,"cocok buat nyantai, makanan cpt jadi n ramah' bet kakak'nya. adem juga",cocok buat santai makanan cepat jadi ramah bet kakaknya adem juga,2025-11-17,Positif
Gacoan Kelapa Dua,Diedit 3 bulan lalu,2026-04-17,Parkir mobil & motor luas  Tempat duduk yg tersedia jg banyak,parkir mobil motor luas tempat duduk yang tersedia juga banyak,2026-01-17,Positif
Gacoan Kelapa Dua,8 bulan lalu,2026-04-17,"Belakangan ini pelayanannya lama dr biasanya,pdahal wktu k sna,ga bnyak jg pesanan ojolnya,dn pngunjung lainnya,tpi mie sdh dtg,sy cuma pesan es teh dn air mineralnya sja lama banget,smpai mie sy dn teman"" sya sdh pd habis,itu mnumannya blm …",belakangan ini pelayanannya lama dari biasanyapdahal waktu snaga banyak juga pesanan ojolnyadn pngunjung lainnyatpi mie sudah dtgsy cuma pesan es teh dn air mineralnya saja lama bangetsmpai mie saya dn teman saya sudah pada habisitu mnumannya belum,2025-08-17,Negatif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,Pas dtng kesana antrian sdh panjang bgt tapi cepat siih ..  Untuk pelayanannya juga Ok bgt .. …,pas datang kesana antrian sudah panjang sangat tapi cepat siih untuk pelayanannya juga oke sangat,2023-04-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"Jujurli mienya gk gitu enak sebenrnya tapi gk tau kenapa rame banget banget,,  ini gw dateng jam 9nanpagi itu masih aja udah pake ngantri. Mungkin karena harganya terjangkau banget n tempatnya oke buat ngumpul2. …",jujurli mienya tidak begitu enak sebenrnya tapi tidak tahu kenapa ramai sekali sekali ini saya datang jam 9nanpagi itu masih saja sudah pakai ngantri mungkin karena harganya terjangkau sekali tempatnya oke buat ngumpul2,2024-04-17,Negatif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"Pelayanan nya baik , makanan nya pastinya enak , penyajian nya cepet ga lamaa",pelayanan nya baik makanan nya pastinya enak penyajian nya cepat tidak lamaa,2025-12-17,Positif
Gacoan Kelapa Dua,sebulan lalu,2026-04-17,Tempanya nyaman enak buat makan keluaga,tempanya nyaman enak buat makan keluaga,2026-03-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,pertama kali makan mi gacoan karna penasaran😂 ternyata harga nya murah ya saya kira harga diatas 20an 😂😂 rasanya lumayan enak.. …,pertama kali makan mi gacoan karena penasaran ternyata harga nya murah ya saya kira harga diatas 20an rasanya lumayan enak,2023-04-17,Positif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"makanannya enak, cepat, pelayanan juga ramah dan gercep langsung diarahkan…",makanannya enak cepat pelayanan juga ramah dan gercep langsung diarahkan,2025-12-17,Positif
Gacoan Kelapa Dua,Diedit 2 tahun lalu,2026-04-17,"Makanannya enak, porsinya pas, pelayanan ramah dan cepat, parkiran luas. asal kuat antrinya aja",makanannya enak porsinya pas pelayanan ramah dan cepat parkiran luas asal kuat antrinya saja,2024-04-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"Perdana.. Hari rabu abis magrib kesini, pesen dimsum 2 pack, udang keju 2 pack, mie hompimpa lv 2, mie gacoan lv 3, es teh manis, es gobak sodor, es coklat. …",perdana hari rabu abis magrib kesini pesan dimsum 2 pack udang keju 2 pack mie hompimpa lv 2 mie gacoan lv 3 es teh manis es gobak sodor es coklat,2024-04-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Menjelang siang bangku tidak dibuka semua, tapi sudah ada antrian padahal weekday",menjelang siang bangku tidak dibuka semua tapi sudah ada antrian padahal weekday,2023-04-17,Negatif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"Suka semua menu nya, enak semua, cuma antrinya aja yg bikin agak mikir",suka semua menu nya enak semua cuma antrinya saja yang bikin agak mikir,2025-12-17,Negatif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,"Makanannya enak, pedesnya pas, mienya juga enak ga terlalu nyemek ga terlalu kering. Pelayanannya juga ramah dan cepattt ✨️❤️",makanannya enak pedesnya pas mienya juga enak tidak terlalu nyemek tidak terlalu kering pelayanannya juga ramah dan cepattt,2025-10-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"bagus sih tempatnya praktis, makanan nya murah murah semua pas banget yg lagi low budget, buat ngebucin juga cocok",bagus sih tempatnya praktis makanan nya murah murah semua pas sekali yang lagi kalau budget buat ngebucin juga cocok,2024-04-17,Positif
Gacoan Kelapa Dua,2 bulan lalu,2026-04-17,"mie gacoan  dan udang keju nya enak terus tempat nya nyaman, pelayanan juga baik",mie gacoan dan udang keju nya enak terus tempat nya nyaman pelayanan juga baik,2026-02-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Makanan nya enak, tempat nya nyaman, cuma antrian'nya yg ga kelar2 banyak nya,,",makanan nya enak tempat nya nyaman cuma antriannya yang tidak kelar2 banyak nya,2023-04-17,Negatif
Gacoan Kelapa Dua,Diedit 3 tahun lalu,2026-04-17,"Mantep mie gacoan, murah, enak, cocok buat anak sekolahan, tempatnya juga cukup luas, cuma antrian mantep bgt, harus extra sabar gais kalo pengen bgt",mantap mie gacoan murah enak cocok buat anak sekolahan tempatnya juga cukup luas cuma antrian mantap sangat harus extra sabar gais kalau ingin sangat,2023-04-17,Positif
Gacoan Kelapa Dua,7 bulan lalu,2026-04-17,"mie gacoan emg paling besttt enak bgt overal semuanya okee. tp yg bikin gue BENCI, PARKIR HARUS BGT DI PATOKIN HARGA 3RIBU KALO GAA DIKEJAR KEJAR WKWK. SEHARUSNYA GA KAYA GITU LAH YEEE WKWK UDH GT BS BGT DI SEDIAIN QRIS WKKW pliss mau ngasih pun sunkan mending tkg parkirnya bantuin kita markirin,ini gak samsek.",mie gacoan memang paling besttt enak sangat overal semuanya okee tapi yang bikin saya benci parkir harus sangat di patokin harga 3ribu kalau gaa dikejar kejar wkwk seharusnya tidak kaya begitu lah yeee wkwk sudah begitu bisa sangat di sediain qris wkkw pliss mau kasih pun sunkan mending tkg parkirnya bantuin kita markirinini tidak samsek,2025-09-17,Negatif
Gacoan Kelapa Dua,8 bulan lalu,2026-04-17,"pelayanannya ramah, tempat nya bersih, dan lumayan cepet juga untuk resto yg selalu ramaii, btw aku selaluuu sukaa sama udang kejunyaaa😍😍😍 pokoknya kalo kesini ga pernah skip udang kejuuuuu😙😙😙 sukses terus yaaaaaa😍 …",pelayanannya ramah tempat nya bersih dan lumayan cepat juga untuk resto yang selalu ramaii btw saya selaluuu sukaa sama udang kejunyaaa pokoknya kalau kesini tidak pernah skip udang kejuuuuu sukses terus yaaaaaa,2025-08-17,Positif
